title,price,body_style,mileage,exterior_color,interior_color,engine,transmission,drive_type,fuel_type,stereo,doors,stock_number,vin_num,description,other_options,year,make,model,import,kind
2011 Chevy Malibu LS,9900,4 Door,98116,Tan,Gray Cloth,2.4L 4 Cylinder,6 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM CD,4,11MALIBULS8014,1G1ZB5E14BF188014,"Description
  
      **LOCAL TRADE IN** The 2011 Chevrolet Malibu remains a popular, well-equipped entry in the hotly contested segment of midsize family sedans. The Malibu features economical inline-4; fine ride and handling balance; quiet cabin high scores in crash tests.Standard equipment on the Malibu LS includes 17-inch steel wheels, automatic headlights, keyless entry, cruise control, air-conditioning, full power accessories, a tilt-and-telescoping steering column, OnStar and a six-speaker stereo with CD player, satellite radio and auxiliary audio jack.Powering the Malibu is a 2.4-liter four-cylinder engine which generates 169 horsepower and 160 pound-feet of torque. Power is sent through the front wheels via a six-speed automatic transmission with manual shift control. Estimated fuel economy checks in at 22 mpg city/33 mpg highway and 26 mpg combined.The Chevy Malibu comes standard with antilock disc brakes, stability and traction control, OnStar telematics, front side airbags and head curtain airbags. In the government's new, more strenuous crash testing for 2011, the Malibu earned an overall rating of four stars out of a possible five, with four stars for overall frontal crash protection and five stars for overall side crash protection. The Insurance Institute for Highway Safety awarded the Malibu its highest rating of ""Good"" in its frontal-offset and side-impact testing.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li>Power Steering</li>
<li class=""last"">Power Windows</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2011,Chevy,Malibu,import,car
2012 Ford Taurus SEL,13995,4 Door,102919,Green,Gray Cloth,3.5L V6,6 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM CD,4,12TAURUS5689,1FAHP2EW8CG125689,"Description
  
      With its comfortable interior and large trunk, this **One Owner** 2012 Ford Taurus SEL is an appealing reinvention of the classic full-size American sedan. The 2012 Taurus boasts a Long list of standard features and cutting-edge options, a handsome and quiet cabin, a humongous trunk and a comfortable ride.Standard equipment on the Taurus SEL includes 17-inch alloy wheels, automatic headlights, integrated blind spot mirrors, keyless entry with an exterior access keypad, cruise control, air-conditioning, a six-way power driver seat manual recline, a 60/40-split-folding rear seat, trip computer, a tilt-and-telescoping steering wheel, a six-speaker sound system with CD player and an auxiliary audio jack, and the Sync voice-activated electronics interface with Bluetooth and iPod connectivity.The 2012 Taurus is powered by a 3.5-liter V6 engine that produces 263 hp and 249 pound-feet of torque. A six-speed automatic transmission and front-wheel drive are standard. Fuel economy with front-wheel drive is an EPA-estimated 18 mpg city/28 mpg highway and 22 mpg combined.Every 2012 Ford Taurus comes standard with antilock disc brakes, stability and traction control, front-seat side-impact airbags, side-curtain airbags and integrated blind spot mirrors.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li class=""last"">Anti Lock Brakes</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Automatic Transmission</li>
<li>CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2012,Ford,Taurus,import,car
2011 Mercury Milan Premier V6,10900,4 Door,97754,White,Black Leather,3.0L V6,6 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM 6 DISC CD CHANGER,4,11MILANPREMIER5888,3MEHM0JGXBR605888,"Description
  
      The 2011 Mercury Milan offers a combination of style, comfort and drivability as well as Roomy passenger cabin, nimble handling and comfortable ride.This Milan is equipped with keyless entry via either the key fob or an external security keypad, cruise control, air-conditioning, an eight-way power driver seat, 60/40-split rear seats, a leather-wrapped tilt-and-telescoping steering wheel with auxiliary controls, and a six-speaker stereo with a 6 Disc CD player, satellite radio and an auxiliary audio jack. The Premier Package adds 17-inch alloys, foglamps, an auto-dimming rearview mirror, dual-zone automatic climate control, power heated front seats, leather upholstery, unique interior trim and Sync.Powering the Milan is a 3.0-liter V6 that produces 240 hp and 223 lb-ft of torque. Front-wheel drive and a six-speed automatic are standard. Fuel Economy clocks in at 22 MPG City and 29 MPG Hwy.Antilock disc brakes, stability control, front-seat side airbags and side curtain airbags are standard on all Milan models. In government crash testing, the Milan earned a top five-star rating for its protection of front occupants in head-on collisions. In the side-impact test, the 2011 Mercury Milan earned five stars for front passengers and four stars for those in the rear. In Insurance Institute for Highway Safety tests, the Milan earned a top rating of ""Good"" in both the frontal-offset and side-impact tests.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Changer</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li>Power Seats</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2011,Mercury,Milan,import,car
2007 Toyota Camry XLE V6,10495,4 Door,95923,White,Gray Leather,3.5L V6,6 Speed Shiftable Automatic,Front Wheel Drive,Gas,AM/FM CD,4,07CAMRYXLE7526,4T1BK46K67U527526,"Description
  
      The 2007 Toyota Camry XLE V6's combination of comfort, refinement and reliability will very likely allow it to keep the title belt for ""America's best-selling sedan."" Anyone shopping in this segment will want to give the Camry consideration. The Camry features Roomy cabin, powerful V6 engine, legendary build quality and reliability history.The luxurious XLE pampers its occupants with a 440-watt JBL sound system that incorporates Bluetooth technology, a moonroof, air conditioning, power windows and mirrors, cruise control, a tilt and telescoping steering wheel, wood-tone accents, reclining rear seats, an automatic dual-zone climate control system with a high-tech air filter and, on the V6 model, leather seating.Powering this Camry is a potent 3.5-liter V6 268 hp and 248 lb-ft mated to a new six-speed automatic gearbox that offers manual-shift capability. Fuel Economy clocks in at 19 MPG City and 28 MPG Hwy.Every Camry comes with seven airbags dual-stage front airbags, front-seat side and full-length side curtain airbags and a driver knee airbag, a tire-pressure monitor and antilock brakes with BrakeAssist BA and Electronic Brakeforce Distribution EBD.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li>CD Player</li>
<li class=""last"">Cruise Control</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Moon Roof/Sunroof</li>
<li>One Owner</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li>Power Seats</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Air and Heat</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2007,Toyota,Camry,import,car
2012 Toyota Camry XLE Hybrid,16900,4 Door,93037,Blue,Gray Cloth,2.5L 4 Cylinder Hybrid,Continuously Variable Automatic,Front Wheel Drive,Electric/Gas Hybrid,AM/FM 6 DISC CD CHANGER,4,12CAMRYHYBRID3615,4T1BD1FK7CU033615,"Description
  
      **ONE OWNER** The 2012 Toyota Camry Hybrid is a solid hybrid family sedan thanks to improved fuel economy and enhanced driving dynamics. The Camry features Excellent fuel economy; quick acceleration; excellent braking distances; user-friendly and high-tech electronics; comfortable and spacious backseat; top safety scores.This Camry is equipped with auto headlights, keyless entry/ignition, dual-zone automatic climate control, power accessories, cruise control, a tilt-and-telescoping steering wheel, Bluetooth, six-speaker CD sound system with auxiliary input and USB jacks. The XLE Package adds 17-inch alloy wheels, heated exterior mirrors, a leather-wrapped steering wheel, an eight-way power driver seat and a central touchscreen interface and Bluetooth audio streaming.The 2012 Toyota Camry Hybrid offers a 2.5-liter four-cylinder engine that produces 156 hp and 156 pound-feet of torque. An electric motor brings the gas engine to life when it shuts down at stoplights in order to save fuel and also provides some low-speed propulsion. Combined, the two power units are good for 200 hp. A continuously variable transmission delivers power to the front wheels. EPA-estimated fuel economy for the Camry Hybrid LE is 40 city mpg/38 highway mpg and 40 mpg combined.The 2012 Toyota Camry Hybrid comes with a battery of standard safety features, including antilock brakes with brake assist, stability control, front- and rear-seat side airbags, full-length side curtain airbags, and knee airbags for both driver and passenger, the latter new for 2012. A blind-spot monitoring system is also available.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Changer</li>
<li>Dual Air Bags</li>
<li>One Owner</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2012,Toyota,Camry,import,car
2009 Mercury Sable Premier Edition V6,7495,4 Door,111964,Black,Gray Leather,3.5L V6,6 Speed Automatic,Front Wheel Drive,Gas,AM/FM 6 DISC CD CHANGER,4,09SABLE9343,1MEHM42W29G629343,"Description
  
      The 2009 Mercury Sable Premier Sedan is a solid choice among full-size sedans, offering spaciousness, safety and great performance. The Sable features Excellent safety ratings, huge backseat and trunk, and a comfortable ride.This Sable is equipped with full power accessories, power seats, a leather-wrapped steering wheel, wood grain interior trim, air-conditioning, cruise control and an auto-dimming rearview mirror, 18-inch wheels, leather upholstery, front seat heaters, memory settings for the driver seat and mirrors, dual-zone automatic climate control, an upgraded audio system with a six-disc CD changer, heated mirrors with puddle lamps and an analog clock.The Sable is powered by a 3.5-liter V6 that cranks out 263 horsepower and 249 pound-feet of torque. A six-speed automatic transmission is standard. Fuel Economy clocks in at 18 MPG City and 28 MPG Hwy.Antilock disc brakes with brake assist, stability control, front-seat side airbags and full-length side curtain airbags are standard on every 2009 Mercury Sable. There is also a standard ""SOS Post-Crash Alert System"" that unlocks the doors and activates the horn and emergency flashers in the event that the airbags are deployed. Crash testing by the National Highway Traffic Safety Administration returned perfect five-star ratings by every measure, and the Insurance Institute for Highway Safety similarly awarded the Sable its top ""Good"" rating in every test.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Changer</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Heated Seats</li>
<li>Leather Interior</li>
<li>Memory Seats</li>
<li>Moon Roof/Sunroof</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Seats</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2009,Mercury,Sable,import,car
2011 Dodge Charger SE,14995,4 Door,87759,Black,Black Cloth,3.6L V6,5 Speed Shiftable Automatic,Rear Wheel Drive,Gas,AM/FM CD,4,11CHARGER8507,2B3CL3CG7BH558507,"Description
  
      The 2011 Dodge Charger SE RWD is a great choice for a performance-oriented full-size sedan. The Charger features a roomy interior, agreeable ride and handling.This Charger is well-equipped with 17-inch alloy wheels, automatic headlights, air-conditioning, cloth upholstery, a power driver seat, a 60/40-split-folding rear seat, cruise control, full power accessories, a trip computer, keyless ignition/entry, remote engine start and a six-speaker sound system with a CD player, an iPod interface, an auxiliary audio jack and a 4.3-inch touchscreen interface.Charger SE models come with an all-new 3.6-liter V6 that puts out 292 hp and 260 pound-feet of torque. Fuel Economy clocks in at 18 MPG City and 27 MPG Hwy.Standard safety features for the Charger include electronic stability/traction control, antilock brakes, side-impact airbags for front seat passengers, a driver-side knee airbag, side curtain airbags and active front head restraints.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Rear Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Moon Roof/Sunroof</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2011,Dodge,Charger,import,car
2012 Ford Fusion Hybrid,12995,4 Door,96096,Black,Tan Cloth,2.5L 4 Cylinder,Continuously Variable Automatic,Front Wheel Drive,Gas,AM/FM CD,4,12FUSIONHYB4919,3FADP0L33CR344919,"Description
  
      **NEW TIRES** **One Owner** The 2012 Ford Fusion Hybrid is proof that driving enjoyment, supreme fuel-efficiency and affordability in a midsize sedan needn't be mutually exclusive. The Fusion Hybrid offers Excellent fuel economy; engaging handling for a hybrid; spacious interior; and a comfortable ride;The Fusion Hybrid's high-quality cabin features abundant soft-touch materials, and the overall look is austere but attractive. The Fusion Hybrid gets a distinctive gauge cluster dubbed SmartGauge, featuring a pair of color display screens flanking a traditional speedometer. There's a wealth of information displayed and the graphics are pleasant and modern. There's even one that shows animated leaves and branches -- the more economically you drive, the fuller and greener your shrubbery becomes. The Fusion has plenty of space for front and rear occupants and drivers will particularly appreciate the comfortable position behind the steering wheel.Standard equipment includes 17-inch alloy wheels, rear parking sensors, blind-spot mirrors, the MyKey system limits top speed and audio volume, a keyless-entry security code pad, automatic headlamps, foglamps, cruise control, dual-zone automatic climate control, eight-way driver and six-way passenger power seats, a tilt-and-telescoping steering wheel, eco-friendly cloth upholstery, a leather-wrapped steering wheel, an auto-dimming rearview mirror, a specialized gauge cluster, a six-speaker sound system with 6 Disc CD/MP3 player, satellite radio and steering-wheel controls.The Ford Fusion Hybrid utilizes a 2.5-liter four-cylinder gasoline engine that produces 156 hp and 136 lb-ft of torque. Fuel economy is an EPA-estimated 41 mpg city/36 mpg highway and 39 mpg combined.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>New Tires</li>
<li>One Owner</li>
<li>Power Drivers Seat</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2012,Ford,Fusion,import,car
2004 Ford Taurus SE,5495,4 Door,85331,Green,Gray Cloth,3.0L V6,4 Speed with Electronic Overdrive,Front Wheel Drive,Gas,AM/FM Tape,4,04TAURUSSE7538,1FAFP53U24G107538,"Description
  
      **85K MILES!** The 2004 Ford Taurus is a solid sedan with Low price, roomy interior, and good crash test scores.This Taurus is equipped with Cloth Interior, Power Drivers Seat, and Power Options.Powering the Taurus is a 3.0L V6 Engine that gets Fuel Economy of 17 MPG City and 24 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li class=""last"">Automatic Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cassette Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Low Mileage</li>
<li>Power Drivers Seat</li>
<li>Power Locks</li>
<li class=""last"">Power Mirrors</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2004,Ford,Taurus,import,car
2005 Ford Taurus SEL,3995,4 Door,139723,Beige,Gray Cloth,3.0L V6,4 Speed with Electronic Overdrive,Front Wheel Drive,Gas,AM/FM CD,4,05TAURUSSEL6323,1FAFP56225A256823,"Description
  
      **LOCAL TRADE IN** Take a look at this clean and solid running 2005 Ford Taurus SEL. A great choice for a family looking for an inexpensive sedan or a car for a student driver.This Taurus is equipped with Cloth Interior, Power Drivers Seat, Air, Cruise, and Power Options.Powering the Taurus is a 3.0L V6 that gets Fuel Economy of 18 MPG City and 25 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li class=""last"">Anti Lock Brakes</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Automatic Transmission</li>
<li>CD Player</li>
<li>Cruise Control</li>
<li>Dual Air Bags</li>
<li>Power Drivers Seat</li>
<li class=""last"">Power Locks</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Mirrors</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li>Rear Window Defroster</li>
<li>Tilt Wheel</li>
<li class=""last"">Tinted Glass</li>
</ul></div>",2005,Ford,Taurus,import,car
1992 Volkswagen Cabriolet Convertible 5 Speed Manual,5995,2 Door Convertible,125093,Black,Gray Cloth,1.8L 4 Cylinder,5 Speed Manual,Front Wheel Drive,Gas,AM/FM CD,2,1163,WVWCB5156NK001163,"Description
  
      A very clean, sound running 1992 Cabriolet Convertible with **5 Speed Manual Transmission** with good miles for the year.This Cabriolet is equipped with Cloth Interior, and Power Options.Powering the Cabriolet is a 1.8L 4 Cylinder Engine that gets Fuel Economy of 22 MPG City and 29 MPG Hwy.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2 Door</li>
<li>2WD/Front Wheel Drive</li>
<li>Air Conditioning</li>
<li class=""last"">AM FM Radio</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">CD Player</li>
<li>Convertible</li>
<li>Dual Air Bags</li>
<li class=""last"">Manual Transmission</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Locks</li>
<li>Power Steering</li>
<li>Power Windows</li>
<li class=""last"">Tilt Wheel</li>
</ul></div>",1992,Volkswagen,Cabriolet,import,car
2013 Dodge Dart SXT Rallye,12900,4 Door,53137,White,Gray Cloth,2.0L 4 Cylinder,6 Speed Automatic,Front Wheel Drive,Gas,AM/FM CD,4,13DARTRALLYE3917,1C3CDFBA4DD183917,"Description
  
      **53K MILES** **ONE OWNER** The 2013 Dodge Dart SXT with Rallye Package offers a lot of space, features and style for the money as well as Spacious cabin; excellent safety scores; and short braking distances.This Dart is equipped with 17-inch alloy wheels, upgraded cloth upholstery, a 60/40-split-folding rear seat, a sliding front armrest, an upgraded instrument panel and a six-speaker sound system. The Rallye package adds to the SXT foglamps, unique exterior and interior trim and a leather-wrapped steering wheel with audio controls.The Dart is powered by a 2.0-liter four-cylinder engine that produces 160 hp and 148 lb-ft of torque. Fuel Economy clocks in at 24 MPG City and 34 MPG Hwy.Dodge Dart comes standard with antilock disc brakes, traction and stability control, front and rear side airbags, side curtain airbags and front knee airbags. A rearview camera is available, as are blind-spot monitoring and cross-traffic alert. In government crash testing, the Dart earned a top five-star overall rating, with five stars for total frontal impact protection and five stars for total side-impact protection. The Insurance Institute for Highway Safety similarly awarded the Dart a top score of ""Good"" in frontal-offset, side-impact and roof-strength tests. In Edmunds brake testing, the Dart came to a stop from 60 mph in 118 feet, putting it among the best in the segment.Give us a call to schedule a test drive or if you have additional questions. Warranty available for purchase.","<h3 class=""field-label"">Features</h3>
  <div class=""item-list""><ul id=""list-0"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">2WD/Front Wheel Drive</li>
<li>4 Door</li>
<li>Air Conditioning</li>
<li>Alloy Wheels</li>
<li>AM FM Radio</li>
<li>Anti Lock Brakes</li>
<li>Automatic Transmission</li>
<li class=""last"">CD Player</li>
</ul></div><div class=""item-list""><ul id=""list-1"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Cruise Control</li>
<li>Dual Air Bags</li>
<li>Fog Lights</li>
<li>Low Mileage</li>
<li>One Owner</li>
<li>Power Locks</li>
<li>Power Mirrors</li>
<li class=""last"">Power Steering</li>
</ul></div><div class=""item-list""><ul id=""list-2"" class=""veh-features-list"" style=""float: left; display: block; width: 33%;""><li class=""first"">Power Windows</li>
<li>Rear Window Defroster</li>
<li>Remote Keyless Entry</li>
<li>Side Airbags</li>
<li>Tilt Wheel</li>
<li>Tinted Glass</li>
<li class=""last"">Traction Control</li>
</ul></div>",2013,Dodge,Dart,import,car
